Source;Titre;URL;Prix;Date
Yahoo;ネオジオ ザ・キング・オブ・ファイターズ2002 NEOGEO ROM;https://page.auctions.yahoo.co.jp/jp/auction/g1214029099;¥82,800;2026-01-02 11:44 UTC
Yahoo;ザ・キング・オブ・ファイターズ2002 / NEOGEO ネオジオ;https://page.auctions.yahoo.co.jp/jp/auction/f1215543266;¥97,000;2026-01-18 13:23 UTC
Yahoo;●格闘ゲーム【kof2002 キングオブファイターズ2002】ネオジオROM レトロゲーム　箱　説明書あり;https://page.auctions.yahoo.co.jp/jp/auction/j1219388410;¥87,001;2026-02-18 14:03 UTC
Yahoo;ネオジオROM用ソフト、キングオブファイターズ2002;https://page.auctions.yahoo.co.jp/jp/auction/z562361688;¥80,000;2026-02-20 05:43 UTC
Yahoo;74381■未使用品　ザ・キング・オブ・ファイターズ2002　　ネオジオROM;https://page.auctions.yahoo.co.jp/jp/auction/x1219807234;¥120,000;2026-02-20 13:07 UTC
Yahoo;NEOGEO ネオジオ ロムカセット ゲームソフト KOF'02 BE THE FIGHTER！ ザ・キング・オブ・ファイターズ 2002 ケース付;https://page.auctions.yahoo.co.jp/jp/auction/h1220360757;¥72,001;2026-02-26 14:50 UTC
Yahoo;【中古】 NEOGEO ネオジオ ROM ザキングオブファイターズ2002;https://page.auctions.yahoo.co.jp/jp/auction/z581057078;¥71,419;2026-03-24 00:40 UTC
Yahoo;エスエヌケイ/SNK ザ・キング・オブ・ファイターズ 2002UM アンリミテッドマッチ システムボードY2 動作確認済【20;https://page.auctions.yahoo.co.jp/jp/auction/d1223266329;¥59,400;2026-04-10 12:44 UTC
Mercari;【動作確認済・美品】NEOGEO KOF 2002 説明書付;https://jp.mercari.com/item/m48949739315;¥98,000;2026-04-14 06:08 UTC
Yahoo;コレクター放出 ザ・キング・オブ・ファイターズ ２００２ KOF2002 THE KING OF FIGHTERS 2002 SNK NEOGEO;https://page.auctions.yahoo.co.jp/jp/auction/u1226401575;¥87,000;2026-04-18 13:11 UTC
Mercari;THE KING OF FIGHTERS 2002 ネオジオロム;https://jp.mercari.com/item/m85109977789;¥110,000;2026-04-26 04:42 UTC
Yahoo;【箱付き】【動作品】ザ・キング・オブ・ファイターズ2002 ネオジオ NEOGEO;https://page.auctions.yahoo.co.jp/jp/auction/v1228470245;¥74,801;2026-05-08 13:17 UTC
Mercari;早い者勝ち！ネオジオROM ザ・キング・オブ・ファイターズ2002 KOF02;https://jp.mercari.com/item/m31383771179;¥53,000;2026-05-13 09:58 UTC
Mercari;【動作確認済】ザキングオブファイターズ2002 ネオジオ rom KOF;https://jp.mercari.com/item/m81309575320;¥190,000;2026-05-17 14:16 UTC
Yahoo;(管106670)【ゲームソフト】THE KING OF FIGHTERS 2002 ザキングオブファイターズ KOF ネオジオ NEOGEO ROM 箱説有 現状品 動作未チェック;https://page.auctions.yahoo.co.jp/jp/auction/x1231015288;¥128,000;2026-05-29 12:47 UTC
